document,topic,gamma
"Catherine E. Ross, Ryan K. Masters, Robert A. Hummer; Education and the Gender Gaps in Health and Mortality. Demography 1 November 2012; 49 (4): 1157–1183. doi: https://doi.org/10.1007/s13524-012-0130-z",1,0.004243655022474719
Cecilia Menjívar; When Immigration Policies Affect Immigrants’ Lives: Commentary. Demography 1 June 2013; 50 (3): 1097–1099. doi: https://doi.org/10.1007/s13524-013-0205-5,1,1.367314608652387e-4
Changhyo Yi; Relationship Between the Formation Conditions and Durations of One-Person Households in the Seoul Metropolitan Region. Demography 1 June 2016; 53 (3): 675–697. doi: https://doi.org/10.1007/s13524-016-0465-y,1,0.05351706335626742
Charles L. Baum; The Effects of College on Weight: Examining the “Freshman 15” Myth and Other Effects of College Over the Life Cycle. Demography 1 February 2017; 54 (1): 311–336. doi: https://doi.org/10.1007/s13524-016-0530-6,1,0.010419298802127554
"Charles M. Becker, Bakhrom Mirkasimov, Susan Steiner; Forced Marriage and Birth Outcomes. Demography 1 August 2017; 54 (4): 1401–1423. doi: https://doi.org/10.1007/s13524-017-0591-1",1,1.3133024918823286e-5
"Christina Bohk-Ewald, Marcus Ebeling, Roland Rau; Lifespan Disparity as an Additional Indicator for Evaluating Mortality Forecasts. Demography 1 August 2017; 54 (4): 1559–1577. doi: https://doi.org/10.1007/s13524-017-0584-0",1,1.6593562404834853e-5
Christina Gibson-Davis; Magic Moment? Maternal Marriage for Children Born Out of Wedlock. Demography 1 August 2014; 51 (4): 1345–1356. doi: https://doi.org/10.1007/s13524-014-0308-7,1,0.07077550559670025
Christina Hughes; Conditional Cash Transfers and Migration: Reconciling Feminist Theoretical Approaches With the New Economics of Labor Migration. Demography 1 February 2021; 58 (1): 383–391. doi: https://doi.org/10.1215/00703370-8928494,1,3.1290211844770845e-5
"Christina J. Diaz, Jeremy E. Fiel; The Effect(s) of Teen Pregnancy: Reconciling Theory, Methods, and Findings. Demography 1 February 2016; 53 (1): 85–116. doi: https://doi.org/10.1007/s13524-015-0446-6",1,1.0763601539729495e-5
"Christina M. Gibson-Davis, Christine Percheski; Children and the Elderly: Wealth Inequality Among America’s Dependents. Demography 1 June 2018; 55 (3): 1009–1032. doi: https://doi.org/10.1007/s13524-018-0676-5",1,0.04774229803615717
Christine A. Bachrach; Culture and Demography: From Reluctant Bedfellows to Committed Partners. Demography 1 February 2014; 51 (1): 3–25. doi: https://doi.org/10.1007/s13524-013-0257-6,1,0.01001994989931962
"Christine R. Schwartz, Robert D. Mare; The Proximate Determinants of Educational Homogamy: The Effects of First Marriage, Marital Dissolution, Remarriage, and Educational Upgrading. Demography 1 May 2012; 49 (2): 629–650. doi: https://doi.org/10.1007/s13524-012-0093-0",1,1.515829652510197e-5
"Christophe Z. Guilmoto; Skewed Sex Ratios at Birth and Future Marriage Squeeze in China and India, 2005–2100. Demography 1 February 2012; 49 (1): 77–100. doi: https://doi.org/10.1007/s13524-011-0083-7",1,1.2457432211190916e-5
"Christopher R. Tamborini, ChangHwan Kim, Arthur Sakamoto; Education and Lifetime Earnings in the United States. Demography 1 August 2015; 52 (4): 1383–1407. doi: https://doi.org/10.1007/s13524-015-0407-0",1,1.3145987340635076e-5
"Christopher Wildeman, Kristin Turney; Positive, Negative, or Null? The Effects of Maternal Incarceration on Children’s Behavioral Problems. Demography 1 June 2014; 51 (3): 1041–1068. doi: https://doi.org/10.1007/s13524-014-0291-z",1,0.026665997031176187
"Christopher Wimer, Liana Fox, Irwin Garfinkel, Neeraj Kaushal, Jane Waldfogel; Progress on Poverty? New Estimates of Historical Trends Using an Anchored Supplemental Poverty Measure. Demography 1 August 2016; 53 (4): 1207–1218. doi: https://doi.org/10.1007/s13524-016-0485-7",1,2.8358793873992106e-5
Chunhui Ren; A Framework for Explaining Black-White Inequality in Homeownership Sustainability. Demography 1 August 2020; 57 (4): 1297–1321. doi: https://doi.org/10.1007/s13524-020-00894-4,1,0.6214904540021909
"Clark Gray, Richard Bilsborrow; Environmental Influences on Human Migration in Rural Ecuador. Demography 1 August 2013; 50 (4): 1217–1241. doi: https://doi.org/10.1007/s13524-012-0192-y",1,1.3353574600275891e-5
"Claudia Geist, Patricia A. McManus; Different Reasons, Different Results: Implications of Migration by Gender and Family Status. Demography 1 February 2012; 49 (1): 197–217. doi: https://doi.org/10.1007/s13524-011-0074-8",1,1.2761808143944617e-5
"Claudia Masferrer, Erin R. Hamilton, Nicole Denier; Immigrants in Their Parental Homeland: Half a Million U.S.-born Minors Settle Throughout Mexico. Demography 1 August 2019; 56 (4): 1453–1461. doi: https://doi.org/10.1007/s13524-019-00788-0",1,4.1439262670604486e-5
"Claudia Nau, Glenn Firebaugh; A New Method for Determining Why Length of Life is More Unequal in Some Populations Than in Others. Demography 1 November 2012; 49 (4): 1207–1230. doi: https://doi.org/10.1007/s13524-012-0133-9",1,0.01825588545520427
"Claus C. Pörtner, Yu-hsuan Su; Differences in Child Health Across Rural, Urban, and Slum Areas: Evidence From India. Demography 1 February 2018; 55 (1): 223–247. doi: https://doi.org/10.1007/s13524-017-0634-7",1,0.0029027072176457747
Claus C. Pörtner; Birth Spacing and Fertility in the Presence of Son Preference and Sex-Selective Abortions: India's Experience Over Four Decades. Demography 1 February 2022; 59 (1): 61–88. doi: https://doi.org/10.1215/00703370-9580703,1,1.1542484281434731e-5
"Clemens Hetschko, Andreas Knabe, Ronnie Schöb; Looking Back in Anger? Retirement and Unemployment Scarring. Demography 1 June 2019; 56 (3): 1105–1129. doi: https://doi.org/10.1007/s13524-019-00778-2",1,1.5520402758790905e-5
"Coral del Río, Olga Alonso-Villar; The Evolution of Occupational Segregation in the United States, 1940–2010: Gains and Losses of Gender–Race/Ethnicity Groups. Demography 1 June 2015; 52 (3): 967–988. doi: https://doi.org/10.1007/s13524-015-0390-5",1,0.6983267002613772
"Cynthia Osborne, Lawrence M. Berger, Katherine Magnuson; Family Structure Transitions and Changes in Maternal Resources and Well-being. Demography 1 February 2012; 49 (1): 23–47. doi: https://doi.org/10.1007/s13524-011-0080-x",1,1.3310203667497594e-5
"Dafna Gelbgiser; Socioeconomic Segregation, Campus Social Context, and Disparities in Bachelor's Degree Attainment. Demography 1 June 2021; 58 (3): 1039–1064. doi: https://doi.org/10.1215/00703370-9162131",1,0.10379219487249794
"Dalton Conley, Jennifer Heerwig; The Long-Term Effects of Military Conscription on Mortality: Estimates From the Vietnam-Era Draft Lottery. Demography 1 August 2012; 49 (3): 841–855. doi: https://doi.org/10.1007/s13524-012-0103-2",1,0.020677059374907342
"Dana O. Sarnak, Amy Tsui, Fredrick Makumbi, Simon Peter Sebina Kibira, Saifuddin Ahmed; A Panel Study of Fertility Preferences and Contraceptive Dynamics in the Presence of Competing Pregnancy Risks in Uganda. Demography 1 February 2021; 58 (1): 295–320. doi: https://doi.org/10.1215/00703370-8937285",1,1.2068017479958828e-5
Daniel A. Powers; Paradox Revisited: A Further Investigation of Racial/Ethnic Differences in Infant Mortality by Maternal Age. Demography 1 April 2013; 50 (2): 495–520. doi: https://doi.org/10.1007/s13524-012-0152-6,1,0.2264154266751897
"Daniel Goodkind; Child Underreporting, Fertility, and Sex Ratio Imbalance in China. Demography 1 February 2011; 48 (1): 291–316. doi: https://doi.org/10.1007/s13524-010-0007-y",1,1.0121503670855217e-5
Daniel Goodkind; If Science Had Come First: A Billion Person Fable for the Ages (A Reply to Comments). Demography 1 April 2018; 55 (2): 743–768. doi: https://doi.org/10.1007/s13524-018-0661-z,1,1.1005973050833526e-5
"Daniel Goodkind; The Astonishing Population Averted by China’s Birth Restrictions: Estimates, Nightmares, and Reprogrammed Ambitions. Demography 1 August 2017; 54 (4): 1375–1400. doi: https://doi.org/10.1007/s13524-017-0595-x",1,1.2024437633986682e-5
"Daniel Kuehnle, Michael Oberfichtner; Does Starting Universal Childcare Earlier Influence Children’s Skill Development?. Demography 1 February 2020; 57 (1): 61–98. doi: https://doi.org/10.1007/s13524-019-00836-9",1,7.949688368112294e-6
"Daniel Ramirez, Steven A. Haas; The Long Arm of Conflict: How Timing Shapes the Impact of Childhood Exposure to War. Demography 1 June 2021; 58 (3): 951–974. doi: https://doi.org/10.1215/00703370-9114715",1,1.369336510639889e-5
"Daniel Schneider, Kristen Harknett, Matthew Stimpson; Job Quality and the Educational Gradient in Entry Into Marriage and Cohabitation. Demography 1 April 2019; 56 (2): 451–476. doi: https://doi.org/10.1007/s13524-018-0749-5",1,1.1887602055009213e-5
"Daniel Schneider, Kristen Harknett, Sara McLanahan; Intimate Partner Violence in the Great Recession. Demography 1 April 2016; 53 (2): 471–505. doi: https://doi.org/10.1007/s13524-016-0462-1",1,0.01852242229380574
Daniel T. Lichter; Integration or Fragmentation? Racial Diversity and the American Future. Demography 1 April 2013; 50 (2): 359–391. doi: https://doi.org/10.1007/s13524-013-0197-1,1,0.8186671809624345
"Danya Lagos, D'Lane Compton; Evaluating the Use of a Two-Step Gender Identity Measure in the 2018 General Social Survey. Demography 1 April 2021; 58 (2): 763–772. doi: https://doi.org/10.1215/00703370-8976151",1,0.024524068609452245
"David Bishai, Abdur Razzaque, Susan Christiansen, A. H. M. Golam Mustafa, Michelle Hindin; Selection Bias in the Link Between Child Wantedness and Child Survival: Theory and Data From Matlab, Bangladesh. Demography 1 February 2015; 52 (1): 61–82. doi: https://doi.org/10.1007/s13524-014-0354-1",1,1.8037390030686263e-5
"David Brady, Rebekah Burroway; Targeting, Universalism, and Single-Mother Poverty: A Multilevel Analysis Across 18 Affluent Democracies. Demography 1 May 2012; 49 (2): 719–746. doi: https://doi.org/10.1007/s13524-012-0094-z",1,1.2563187127828125e-5
David C. Phillips; Measuring Housing Stability With Consumer Reference Data. Demography 1 August 2020; 57 (4): 1323–1344. doi: https://doi.org/10.1007/s13524-020-00893-5,1,0.08020650952573724
"David K. Guilkey, Veronica Escamilla, Lisa M. Calhoun, Ilene S. Speizer; The Examination of Diffusion Effects on Modern Contraceptive Use in Nigeria. Demography 1 June 2020; 57 (3): 873–898. doi: https://doi.org/10.1007/s13524-020-00884-6",1,1.3767677078604872e-5
David Lam; How the World Survived the Population Bomb: Lessons From 50 Years of Extraordinary Demographic History. Demography 1 November 2011; 48 (4): 1231–1262. doi: https://doi.org/10.1007/s13524-011-0070-z,1,9.76171993665164e-6
"David McClendon, Janet Chen-Lan Kuo, R. Kelly Raley; Opportunities to Meet: Occupational Education and Marriage Formation in Young Adulthood. Demography 1 August 2014; 51 (4): 1319–1344. doi: https://doi.org/10.1007/s13524-014-0313-x",1,0.04538822389839424
"David Neumark, Maysen Yen; Relative Sizes of Age Cohorts and Labor Force Participation of Older Workers. Demography 1 February 2020; 57 (1): 1–31. doi: https://doi.org/10.1007/s13524-019-00837-8",1,9.925395774868303e-6
"David R. Mann, Todd Honeycutt; Understanding the Disability Dynamics of Youth: Health Condition and Limitation Changes for Youth and Their Influence on Longitudinal Survey Attrition. Demography 1 June 2016; 53 (3): 749–776. doi: https://doi.org/10.1007/s13524-016-0469-7",1,0.007569926932121555
"David Stapleton, Todd Honeycutt, Bruce Schechter; Out of Sight, Out of Mind: Including Group Quarters Residents With Household Residents Can Change What We Know About Working-Age People With Disabilities. Demography 1 February 2012; 49 (1): 267–289. doi: https://doi.org/10.1007/s13524-011-0071-y",1,0.4013189766552747
"David Sven Reher, Glenn Sandström, Alberto Sanz-Gimeno, Frans W. A. van Poppel; Agency in Fertility Decisions in Western Europe During the Demographic Transition: A Comparative Perspective. Demography 1 February 2017; 54 (1): 3–22. doi: https://doi.org/10.1007/s13524-016-0536-0",1,1.4219662003271507e-5
"David W. Johnston, Wang-Sheng Lee; Explaining the Female Black-White Obesity Gap: A Decomposition Analysis of Proximal Causes. Demography 1 November 2011; 48 (4): 1429–1450. doi: https://doi.org/10.1007/s13524-011-0064-x",1,0.12685456362602585
"Deirdre Bloome, James Feigenbaum, Christopher Muller; Tenancy, Marriage, and the Boll Weevil Infestation, 1892–1930. Demography 1 June 2017; 54 (3): 1029–1049. doi: https://doi.org/10.1007/s13524-017-0581-3",1,0.22017096068109637
Deirdre Bloome; Childhood Family Structure and Intergenerational Income Mobility in the United States. Demography 1 April 2017; 54 (2): 541–569. doi: https://doi.org/10.1007/s13524-017-0564-4,1,0.0031734266661159246
"Delia Furtado, Miriam Marcén, Almudena Sevilla; Does Culture Affect Divorce? Evidence From European Immigrants in the United States. Demography 1 June 2013; 50 (3): 1013–1038. doi: https://doi.org/10.1007/s13524-012-0180-2",1,0.010127523512270848
Delia Furtado; Fertility Responses of High-Skilled Native Women to Immigrant Inflows. Demography 1 February 2016; 53 (1): 27–53. doi: https://doi.org/10.1007/s13524-015-0444-8,1,0.008404026185823133
"Dennis M. Feehan, Gabriel M. Borges; Estimating Adult Death Rates From Sibling Histories: A Network Approach. Demography 1 August 2021; 58 (4): 1525–1546. doi: https://doi.org/10.1215/00703370-9368990",1,1.4641721662413424e-5
"Dennis M. Feehan, Mary Mahy, Matthew J. Salganik; The Network Survival Method for Estimating Adult Mortality: Evidence From a Survey Experiment in Rwanda. Demography 1 August 2017; 54 (4): 1503–1528. doi: https://doi.org/10.1007/s13524-017-0594-y",1,1.2679799565421076e-5
"Deon Filmer, Kinnon Scott; Assessing Asset Indices. Demography 1 February 2012; 49 (1): 359–392. doi: https://doi.org/10.1007/s13524-011-0077-5",1,1.0688024036545429e-5
"Derek Headey, Giordano Palloni; Water, Sanitation, and Child Health: Evidence From Subnational Panel Data in 59 Countries. Demography 1 April 2019; 56 (2): 729–752. doi: https://doi.org/10.1007/s13524-019-00760-y",1,1.385359884286029e-5
"Diane Coffey, Ashwini Deshpande, Jeffrey Hammer, Dean Spears; Local Social Inequality, Economic Inequality, and Disparities in Child Height in India. Demography 1 August 2019; 56 (4): 1427–1452. doi: https://doi.org/10.1007/s13524-019-00794-2",1,0.06302867614112652
"Diederik Boertien, Fabrizio Bernardi; Gendered Diverging Destinies: Changing Family Structures and the Reproduction of Educational Inequalities Among Sons and Daughters in the United States. Demography 1 February 2022; 59 (1): 111–136. doi: https://doi.org/10.1215/00703370-9612710",1,1.2142279980178537e-5
"Diederik Boertien, Fabrizio Bernardi; Same-Sex Parents and Children’s School Progress: An Association That Disappeared Over Time. Demography 1 April 2019; 56 (2): 477–501. doi: https://doi.org/10.1007/s13524-018-0759-3",1,1.101735307581459e-5
Dierk Herzer; A Note on the Effect of Religiosity on Fertility. Demography 1 June 2019; 56 (3): 991–998. doi: https://doi.org/10.1007/s13524-019-00774-6,1,0.010803758356278493
"Dina Maskileyson, Daniel Seddig, Eldad Davidov; The Comparability of Perceived Physical and Mental Health Measures Across Immigrants and Natives in the United States. Demography 1 August 2021; 58 (4): 1423–1443. doi: https://doi.org/10.1215/00703370-9304855",1,0.060947597913734636
"Dmitri A. Jdanov, Vladimir M. Shkolnikov, Alyson A. van Raalte, Evgeny M. Andreev; Decomposing Current Mortality Differences Into Initial Differences and Differences in Trends: The Contour Decomposition Method. Demography 1 August 2017; 54 (4): 1579–1602. doi: https://doi.org/10.1007/s13524-017-0599-6",1,1.572192837522529e-5
"Donna K. Ginther, Astrid L. Grasdal, Robert A. Pollak; Fathers' Multiple-Partner Fertility and Children's Educational Outcomes. Demography 1 February 2022; 59 (1): 389–415. doi: https://doi.org/10.1215/00703370-9701508",1,1.195965399005951e-5
"Dora L. Costa; Scarring and Mortality Selection Among Civil War POWs: A Long-Term Mortality, Morbidity, and Socioeconomic Follow-Up. Demography 1 November 2012; 49 (4): 1185–1206. doi: https://doi.org/10.1007/s13524-012-0125-9",1,1.57778015626855e-5
"Douglas S. Massey, Jonathan Tannen; A Research Note on Trends in Black Hypersegregation. Demography 1 June 2015; 52 (3): 1025–1034. doi: https://doi.org/10.1007/s13524-015-0381-6",1,0.9924926412076748
Douglas S. Massey; Comment: Building a Better Underclass. Demography 1 June 2013; 50 (3): 1093–1095. doi: https://doi.org/10.1007/s13524-013-0204-6,1,0.017898050901348817
